id;name;price;type;efficiency;wattage;modular;color
2305;Xigmatek ACXTNRP-PC402;;ATX;bronze;400;false;
2306;Deepcool PN650D WH;;ATX;gold;650;Full;White
2307;Zalman zm-550-XG;;ATX;gold;550;Semi;
2308;Zalman zm-400-LE;;ATX;;400;false;
2309;NZXT HALE90 V2;;ATX;gold;850;Full;
2310;Antec EarthWatts Platinum;;ATX;platinum;650;false;
2311;Thermaltake Madrid;;ATX;gold;850;Semi;Black
2312;EVGA 450 GD;;ATX;gold;450;false;Black
2313;Zalman TX;;ATX;;500;false;
2314;be quiet! Pure Power 9;;ATX;silver;400;Semi;
2315;Azza PSAZ-1000PT14;;ATX;platinum;1000;Semi;
2316;FSP Group DAGGER PRO ATX3.0;;SFX;gold;750;Semi;Black
2317;KOLINK Continuum;;ATX;platinum;1500;Full;Black
2318;KOLINK KL-850M;;ATX;bronze;850;Semi;Black
2319;SeaSonic G;;ATX;gold;750;Semi;
2320;Kingwin Mach 1;;ATX;bronze;1000;Semi;
2321;FSP Group Raider 450;;ATX;bronze;450;false;
2322;LEPA P1375-MA;;ATX;platinum;1375;Full;
2323;In Win PB;;ATX;gold;850;Full;
2324;Enermax ENP600AWT;;ATX;plus;600;false;
2325;Noua Volture GX-MV;;ATX;gold;850;Full;Black
2326;SHARKOON WPM Bronze;;ATX;bronze;400;Semi;
2327;Enermax MaxTytan;;ATX;titanium;1250;Full;Black / Silver
2328;Thermaltake Toughpower Grand;;ATX;gold;850;false;
2329;Thermaltake Toughpower Grand;;ATX;gold;1050;false;
2330;Enermax ENP350AST;;ATX;;350;false;
2331;PC Power & Cooling Silencer Mk II;;ATX;bronze;500;false;
2332;Thermaltake Toughpower Grand;;ATX;gold;1200;false;
2333;Thermaltake Toughpower Grand;;ATX;gold;650;Full;
2334;ADATA XPG Core Reactor II VE;;ATX;gold;850;Full;
2335;Xilence XP1250MR9;;ATX;gold;1250;Full;Black / Red
2336;Rosewill SilentNight-500;;ATX;platinum;500;Semi;
2337;be quiet! Pure Power L8;;ATX;bronze;700;false;
2338;FSP Group AURUM GOLD 600;;ATX;gold;600;false;
2339;EVGA SuperNOVA 850 PQ;;ATX;platinum;850;Semi;Black
2340;Cooler Master Hyper White;;ATX;plus;500;false;Black
2341;Rosewill Tachyon;;ATX;platinum;650;Semi;
2342;G.Skill PS850P;;ATX;platinum;850;Full;Black
2343;Fractal Design Tesla R2;;ATX;gold;1000;false;
2344;FSP Group Raider S 650;;ATX;silver;650;false;
2345;Athena Power AP-MFATX35;;Mini ITX;bronze;350;false;
2346;XFX ProSeries;;ATX;silver;750;Semi;
2347;Cooler Master VSM;;ATX;gold;750;Semi;
2348;Rosewill Lightning;;ATX;gold;1300;Semi;
2349;Cooler Master RS;;ATX;bronze;650;false;
2350;SeaSonic SS-500ET Bronze;;ATX;bronze;500;false;
2351;Cooler Master New GX;;ATX;bronze;450;false;
2352;Xion EN-450F12BK;;ATX;;450;false;
2353;Nfortec Sagitta RGB;;ATX;gold;650;Full;Black
2354;OCZ ZS;;ATX;bronze;650;false;
2355;Xilence XP630R8;;ATX;bronze;630;false;Black / Red
2356;Mistel MX650 FANLESS;;ATX;platinum;650;Full;Black
2357;be quiet! Straight Power 10;;ATX;gold;700;false;
2358;Linkworld LPK2-30-P4;;ATX;;500;false;
2359;Sentey GSP650-SM;;ATX;gold;650;Full;
2360;Cougar COUGAR-1000CMX;;ATX;bronze;1000;false;
2361;Cougar COUGAR-RS450;;ATX;plus;450;false;
2362;Cougar COUGAR-A560;;ATX;bronze;560;false;
2363;Thortech Thunderbolt;;ATX;gold;650;Full;
2364;Thortech Thunderbolt PLUS;;ATX;gold;800;Full;
2365;Apevia AR;;ATX;;500;false;Black
2366;Diablotek PSUL675;;ATX;;675;false;
2367;Silverstone NJ600;;ATX;titanium;600;Full;Silver
2368;Raidmax Cobra;;ATX;bronze;500;false;
2369;Super Flower Golden Silent;;ATX;platinum;500;Semi;
2370;Super Flower SF-1000F14MP Black;;ATX;platinum;1000;Full;
2371;Super Flower SF-1200F14MP Black;;ATX;platinum;1200;Full;
2372;In Win Compact;;SFX;gold;700;Full;Black
2373;Rosewill CS-1000M;;ATX;gold;1000;Full;Black
2374;RAIJINTEK CRATOS;;ATX;gold;1000;Full;Black
2375;Thermaltake Toughpower DPS G;;ATX;gold;550;Full;
2376;iTek GF EVO;;ATX;gold;1000;Full;Black
2377;Super Flower Leadex V Gold Pro;;ATX;gold;1000;Full;Black
2378;Rosewill VALENS-500M;;ATX;gold;500;Semi;
2379;Rosewill VALENS-600M;;ATX;gold;600;Semi;
2380;YEYIAN Raiden;;ATX;bronze;550;false;Black
2381;FSP Group FSP300-60GHT(85);;TFX;bronze;300;false;
2382;Silverstone Strider;;ATX;gold;850;Full;
2383;SeaSonic S12G;;ATX;gold;750;false;
2384;be quiet! TFX Power 2;;TFX;gold;300;false;
2385;Ultra X4;;ATX;silver;1050;Full;
2386;Kingwin Lazer Platinum;;ATX;platinum;1000;Semi;
2387;SeaSonic PRIME Ultra Platinum 650;;ATX;platinum;650;Full;Black
2388;SHARKOON WPC Bronze;;ATX;bronze;550;false;Black
2389;Ultra ULT-LS500;;ATX;;500;false;Silver
2390;OCZ ZT;;ATX;bronze;550;Full;
2391;Thermaltake Toughpower Grand;;ATX;platinum;850;Full;
2392;Thermaltake Smart;;ATX;plus;530;false;
2393;Thermaltake Toughpower XT;;ATX;platinum;1275;Semi;
2394;Rosewill RD-Z;;ATX;plus;450;false;Black
2395;Antec EDGE;;ATX;gold;550;Full;
2396;PC Power & Cooling Silencer MK III;;ATX;bronze;400;Semi;
2397;Rosewill Capstone;;ATX;gold;650;false;
2398;Enermax TRIATHLOR;;ATX;bronze;550;Semi;
2399;Raidmax RX-380K;;ATX;;380;false;
2400;NZXT HALE90 V2;;ATX;gold;1000;Full;
2401;Thermaltake EVO_Blue;;ATX;gold;850;Semi;
2402;NZXT HALE82;;ATX;bronze;650;Semi;
2403;E-Power EP-600NE-XV;;ATX;;600;false;
2404;SeaSonic SS-300ET Bronze;;ATX;bronze;300;false;
2405;FSP Group Hydro PTM X PRO,Gen5;;ATX;platinum;1000;Full;White
2406;FSP Group Hydro PTM X PRO,Gen5;;ATX;platinum;1200;Full;White
2407;In Win Commander III 600;;ATX;gold;600;Semi;
2408;Antec Basiq;;ATX;;500;false;
2409;Antec NeoECO;;ATX;plus;400;false;
2410;Apevia ATX-IB680W-GN;;ATX;;680;false;
2411;HEC HP585D RETAIL;;ATX;;585;false;
2412;HEC XP1080;;ATX;;1080;Full;
2413;Cooler Master eXtreme Power Plus;;ATX;;460;false;
2414;CoolMax CUG-700B;;ATX;;700;Full;
2415;Enermax EES400AWT_II;;ATX;plus;400;false;
2416;Enermax EMG700AWT;;ATX;gold;700;Full;
2417;OCZ EliteXStream;;ATX;plus;800;false;
2418;OCZ Z Series Gold;;ATX;gold;850;Semi;
2419;Sparkle SPI460PFB2-MC2;;ATX;plus;460;false;
2420;Rosewill Stallion;;ATX;;500;false;
2421;Silverstone OP800;;ATX;;800;false;
2422;Silverstone Strider;;ATX;bronze;500;Full;
2423;Silverstone Strider;;ATX;bronze;750;false;
2424;Thermaltake Black Widow;;ATX;bronze;850;Semi;
2425;Zalman ZM660-XT;;ATX;bronze;660;Full;
2426;SeaSonic SS-350ET Bronze;;ATX;bronze;350;false;
2427;SeaSonic X;;ATX;gold;560;Full;
2428;SeaSonic SS-300SFD;;SFX;plus;300;false;
2429;Deepcool PM550D;;ATX;gold;550;false;Black
2430;Rosewill CFZ;;ATX;bronze;500;Semi;Black
2431;Rosewill Quark 550;;ATX;platinum;550;Full;
2432;SeaSonic SSP-550RT;;ATX;gold;550;false;
2433;SeaSonic SSP-450RT;;ATX;gold;450;false;
2434;Sparkle GW-EPS1250DA;;ATX;gold;1250;Full;
2435;OCZ Fatal1ty;;ATX;gold;1000;Semi;
2436;VisionTek 900346;;ATX;;500;false;
2437;be quiet! Dark Power Pro 10;;ATX;gold;1000;Semi;
2438;Sparkle ATX-400PN-B204;;ATX;;400;false;
2439;Sparkle ATX-400PA;;ATX;;400;false;
2440;FSP Group AU-1000PRO;;ATX;gold;1000;false;
2441;Thermaltake Toughpower DPS G RGB Gold;;ATX;gold;850;Full;
2442;Thermaltake Toughpower DPS G RGB Gold;;ATX;gold;750;Full;
2443;Topower ZU-750W;;ATX;;750;false;
2444;Antec NeoECO V2;;ATX;bronze;550;Semi;Black
2445;Raidmax Scorpio;;ATX;bronze;635;Semi;
2446;CoolMax CL-500B;;ATX;;500;false;
2447;Super Flower Leadex III ARGB;;ATX;gold;550;Full;Black
2448;Super Flower Leadex III Super Pro;;ATX;bronze;850;Full;Black
2449;Ultra ULT-LSP550;;ATX;;550;false;
2450;Super Flower SF-750F14TG;;ATX;gold;750;Full;Black
2451;Silverstone Strider Platinum;;ATX;platinum;1200;Full;
2452;Diablotek PHD450;;ATX;;450;false;
2453;Diablotek PHD550;;ATX;;550;false;
2454;Antec High Current Pro;;ATX;platinum;1300;Full;
2455;In Win P55F;;ATX;gold;550;false;Black
2456;Deepcool PN750D WH;;ATX;gold;750;Full;White
2457;StarTech ATX2PW500PRO;;ATX;;500;false;
2458;StarTech ATX2POWER430;;ATX;plus;430;false;
2459;Thermaltake Cologne;;ATX;bronze;730;false;Black
2460;Zalman TX;;ATX;;600;false;
2461;NZXT HALE 90;;ATX;gold;650;Full;
2462;Aerocool GT-1050SG;;ATX;gold;1050;Semi;
2463;LEPA G1200-MA;;ATX;gold;1200;Semi;
2464;KOLINK Continuum V2;;ATX;platinum;1050;Full;Black
2465;KOLINK KL-400;;ATX;bronze;400;false;Black
2466;Sparkle R-FSP400-60ETN;;ATX;platinum;400;false;
2467;Cougar CougarA500;;ATX;bronze;500;false;
2468;Kingwin ABT-850MM;;ATX;;850;false;
2469;PC Power & Cooling Silencer;;ATX;silver;760;false;
2470;FSP Group Hydro X;;ATX;gold;450;false;
2471;FSP Group FSP650-80EGN;;ATX;gold;650;false;
2472;Raidmax RX-700AT;;ATX;titanium;700;Semi;Black
2473;XFX P1-750S-CAB9;;ATX;bronze;750;false;
2474;PC Power & Cooling Silencer;;ATX;silver;910;false;
2475;NZXT HALE82N 750W;;ATX;bronze;750;false;
2476;FSP Group ZEN 400;;ATX;bronze;400;false;
2477;FSP Group Everest 85PLUS 800;;ATX;bronze;800;Full;
2478;FSP Group ATX350-PNT;;ATX;;350;false;
2479;PC Power & Cooling Silencer MK III;;ATX;platinum;1200;Semi;
2480;Noua Hyper ZR65;;ATX;bronze;650;false;Black
2481;Broadway Com Corp OKIA-BLACK-680;;ATX;;680;false;
2482;Enermax ENP450AST;;ATX;;450;false;
2483;PC Power & Cooling T12W;;ATX;;1200;false;
2484;Thermaltake Toughpower Grand;;ATX;gold;750;Full;
2485;Rosewill PMG1050;;ATX;gold;1050;Full;Black
2486;Rosewill PMG1200;;ATX;gold;1200;Full;Black
2487;Rosewill Stallion;;ATX;;700;false;
2488;Raidmax RX-535AP;;ATX;bronze;535;Semi;
2489;RIOTORO ONYX 650;;ATX;bronze;650;Semi;
2490;FSP Group FSP300-60SGV;;TFX;gold;300;false;
2491;FSP Group AURUM GOLD 500;;ATX;gold;500;false;
2492;FSP Group AURUM GOLD 400;;ATX;gold;400;false;
2493;FSP Group AURUM GOLD 700;;ATX;gold;700;false;
2494;XClio Goodpower 750W;;ATX;bronze;750;Full;
2495;Corsair TX750 V2;320;ATX;bronze;750;false;
2496;XFX P1-650S-NLB9;;ATX;bronze;650;false;
2497;Cooler Master Silent Pro Platinum;;ATX;platinum;1000;Semi;
2498;Cooler Master Silent Pro Platinum;;ATX;platinum;550;Semi;
2499;Phanteks PH-P750GS;;ATX;gold;750;false;Black
2500;Enermax REVOLUTION DUO;;ATX;gold;500;false;
2501;Zalman TeraMax II;;ATX;gold;1200;Full;Black
2502;Rosewill Tachyon;;ATX;platinum;750;Semi;
2503;Rosewill G550;;ATX;gold;550;Semi;
2504;Enermax REVOLUTION SFX;;SFX;gold;550;Full;
2505;SeaSonic Platinum;;ATX;platinum;760;Full;
2506;FSP Group AURUM 92+;;ATX;platinum;650;Semi;
2507;LEPA MaxBron;;ATX;bronze;700;Semi;
2508;FSP Group Hydro PTM;;ATX;platinum;650;Full;Black
2509;FSP Group Hydro PTM;;ATX;platinum;550;Full;Black
2510;FSP Group Hydro PTM;;ATX;platinum;750;Full;Black
2511;Cougar CMX550V3;;ATX;bronze;550;Semi;
2512;Kuroutoshikou KRPW-L5-500W/80+;;ATX;plus;500;false;
2513;Cougar CMX850V3;;ATX;bronze;850;Semi;
2514;SeaSonic M12II;;ATX;bronze;850;Full;
2515;FSP Group PT1200FM;;ATX;platinum;1200;Full;
2516;SeaSonic SS-500ES Bronze;;ATX;bronze;500;false;
2517;Logisys PS480E12;;ATX;;480;false;
2518;Rosewill ARC M550;;ATX;bronze;550;Semi;
2519;Topower TOP-500WB;;ATX;bronze;500;false;
2520;Nfortec Sagitta RGB;;ATX;gold;1050;Full;Black
2521;Thermaltake Toughpower DPS G;;ATX;gold;750;Full;
2522;Fractal Design Newton R3;;ATX;platinum;600;Semi;
2523;BitFenix Fury;;ATX;gold;750;Semi;
2524;Fractal Design Tesla R2;;ATX;gold;500;false;
2525;Cougar CMX1200V3;;ATX;bronze;1200;Semi;
2526;PC Power & Cooling Fatal1ty Gaming;;ATX;gold;750;Full;Black / Red
2527;be quiet! Straight Power 10;;ATX;gold;400;false;
2528;Linkworld LPG12-35-p4;;ATX;;550;false;
2529;Sentey ERP-500-SM;;ATX;;500;Full;
2530;Cougar COUGAR-SX700;;ATX;silver;700;false;
2531;Thortech Thunderbolt;;ATX;gold;850;Full;
2532;StarTech ATX2PW550WH;;ATX;plus;550;false;
2533;Xion XON-700P12F;;ATX;;700;false;
2534;Apevia AD;;ATX;;500;false;Black
2535;Apevia Astro;;ATX;;500;false;Black
2536;Rosewill RD600-M;;ATX;;600;Semi;
2537;Kingwin STR-500;;ATX;platinum;500;Semi;
2538;SeaSonic PRIME Gold;;ATX;gold;1200;Full;
2539;SeaSonic Platinum;;ATX;platinum;520;Full;
2540;Cougar A;;ATX;bronze;660;false;Black
2541;Rosewill HIVE;;ATX;bronze;550;Semi;
2542;Kingwin ABT-650MM;;ATX;;650;false;
2543;Super Flower Leadex Gold;;ATX;gold;750;Full;
2544;Rosewill Tachyon 1200;;ATX;platinum;1200;Full;Black
2545;Antec VP-P;;ATX;;450;false;
2546;Solid Gear SDGR-650E;;ATX;;650;false;
2547;Thermaltake Toughpower DPS G;;ATX;gold;1050;Full;
2548;Ultra U12-42466;;ATX;bronze;650;Semi;
2549;Ultra U12-42467;;ATX;bronze;750;Semi;
2550;Thermalright AG-750;;ATX;gold;750;Full;Black
2551;Cougar CMD 500;;ATX;bronze;500;Semi;Black / Blue
2552;SeaSonic Platinum;134.69;ATX;bronze;600;false;
2553;Super Flower LEADEX Special Edition;;ATX;platinum;1000;Full;Black
2554;Rosewill VALENS-500;;ATX;gold;500;false;
2555;YEYIAN Thunder;;ATX;bronze;650;false;Black / Blue
2556;YEYIAN Pegasus;;ATX;gold;850;Full;Black
2557;Corsair CX-430 V3;;ATX;bronze;430;false;
2558;HEC Orion;;ATX;;585;false;Black
2559;Enermax ENP650AWT B;;ATX;bronze;650;false;
2560;Enermax EPM1200EWT;;ATX;platinum;1200;Full;
2561;Thermaltake Litepower;;ATX;;600;false;
2562;SeaSonic PRIME AIRTOUCH;;ATX;gold;850;Full;Black / Red
2563;Ultra LSP;;ATX;;450;false;
2564;be quiet! TFX Power 2;;TFX;bronze;300;false;
2565;E-Power EP-1200P10-T2;;ATX;plus;1200;Semi;
2566;LEPA B550-SA;;ATX;bronze;550;false;
2567;Fractal Design Edison M;;ATX;gold;650;Semi;
2568;Cougar POWERX;;ATX;bronze;700;false;
2569;Apevia ATX-RP500W;;ATX;;500;false;
2570;Kuroutoshikou KRPW-BR550W/85+;;ATX;bronze;550;false;Black
2571;In Win Commander II;;ATX;bronze;850;Full;
2572;Thermaltake EVO_Blue;;ATX;;650;Full;
2573;Rosewill CMG1000G5;;ATX;gold;1000;Full;Black
2574;XFX P1-650X-CAG9;;ATX;bronze;650;Full;
2575;Rocketfish RF-900WPS;;ATX;;900;Full;
2576;VIVO 24K;;ATX;gold;650;Full;
2577;Rosewill RD-Z;;ATX;plus;500;false;Black
2578;Antec EDGE;;ATX;gold;650;Full;
2579;In Win Commander III;;ATX;gold;800;Semi;
2580;XFX ProSeries;;ATX;gold;1250;Full;
2581;Enermax TRIATHLOR;;ATX;bronze;650;Semi;
2582;Thermaltake EVO_Blue;;ATX;gold;750;Semi;
2583;Thermaltake EVO_Blue;;ATX;gold;850;Semi;
2584;SeaSonic M12II;;ATX;bronze;380;false;
2585;FSP Group PT1000FM;;ATX;platinum;1000;Full;
2586;LEPA G;;ATX;gold;1600;Full;
2587;LEPA B850-MA;;ATX;bronze;850;Semi;
2588;LEPA G;;ATX;gold;650;Semi;
2589;Cooler Master Elite;;ATX;;460;false;
2590;Cooler Master Elite;;ATX;;400;false;
2591;E-Power EP-500LS-1;;ATX;;500;false;
2592;NZXT HALE82N 550W;;ATX;bronze;550;false;
2593;NZXT HALE90 V2 850W;;ATX;gold;850;Full;
2594;NZXT HALE90 V2 1200W;;ATX;gold;1200;Full;
2595;NZXT HALE82;;ATX;bronze;750;Semi;
2596;NZXT HALE82;;ATX;bronze;850;Semi;
2597;Antec Basiq;;ATX;plus;550;Semi;
2598;Antec Earthwatts Green;;ATX;plus;430;false;
2599;Antec True Power;;ATX;bronze;750;Full;
2600;Apevia ATX-AS520W-BK;;ATX;;520;false;
2601;Apevia ATX-CB600W;;ATX;;600;false;
2602;Apevia ATX-TL450W;;ATX;;450;false;
2603;Apex AL-A400ATX;;ATX;;400;false;
2604;XFX ProSeries;;ATX;gold;1050;Full;
2605;HEC XPOWER780;;ATX;;600;false;
2606;HEC ZEPHY580MX;;ATX;;580;false;
2607;CoolMax CU-600B;;ATX;;600;Semi;
2608;VisionTek 900489;;ATX;bronze;700;Semi;
2609;VisionTek 900490;;ATX;bronze;800;Semi;
2610;CoolMax CUL-750B;;ATX;;750;Semi;
2611;VisionTek 900347;;ATX;;650;false;
2612;Azza Titan;;ATX;bronze;1000;false;
2613;Enermax EGX1250EWT;;ATX;bronze;1250;Semi;
2614;Enermax EMG800EWT;;ATX;gold;800;Full;
2615;Enermax EPG500AWT;;ATX;gold;500;false;
2616;Enermax EPG600AWT;;ATX;gold;600;false;
2617;Enermax ERV1020EWT;;ATX;silver;1020;Full;
2618;OCZ EliteXStream;;ATX;plus;1000;false;
2619;Sparkle R-SPI650ACAG;;ATX;gold;650;false;
2620;OCZ StealthXstream II;;ATX;plus;500;false;
2621;OCZ StealthXstream II;;ATX;plus;700;false;
2622;Rosewill Libertas;;ATX;plus;650;Full;
2623;FSP Group FSP300-60GHS(85);;SFX;bronze;300;false;
2624;Rosewill Lightning;;ATX;gold;800;Semi;
2625;Rosewill Stallion;;ATX;;400;false;
2626;Silverstone Strider;;ATX;gold;1200;Full;
2627;Rosewill Stallion;;ATX;;450;false;
2628;Rosewill RP600V2-S-SL;;ATX;;600;false;
2629;Rosewill RV2-500;;ATX;;500;false;
2630;Silverstone OP850;;ATX;;850;false;
2631;Rosewill SL-300TFX;;TFX;;300;false;
2632;Silverstone OP1000-E;;ATX;;1000;false;
2633;Silverstone OP1000-P;;ATX;plus;1000;false;
2634;XClio STABLEPOWER GOLD 1000W;;ATX;gold;1000;Full;
2635;Silverstone Strider;;ATX;silver;1000;Full;
2636;Silverstone Strider;;ATX;gold;1000;Semi;
2637;Sunbeam IC-PSU-US-2545-DW;;ATX;;450;false;
2638;Sunbeam PSU-HUSH580-US;;ATX;;580;false;
2639;Thermaltake Toughpower;;ATX;silver;1350;Semi;
2640;Thermaltake TR2;;ATX;plus;1000;Semi;
2641;Thermaltake Toughpower;;ATX;bronze;1000;Full;
2642;XFX Black Edition;;ATX;silver;850;Full;
2643;Thermaltake TR2;;ATX;gold;450;false;
2644;Antec EarthWatts Platinum;;ATX;platinum;550;false;
2645;SeaSonic SSP-650RT;;ATX;gold;650;false;
2646;Xion AXP-850K14XE;;ATX;bronze;850;Semi;
2647;Xion AXP-1000K14XE;;ATX;bronze;1000;Semi;
2648;Enermax ERV1000EWT-G;;ATX;gold;1000;Semi;
2649;Topower ZU-650W;;ATX;;650;false;
2650;GameMax GM;;ATX;gold;1350;false;Black
2651;SeaSonic X;;ATX;platinum;460;Full;
2652;Thermaltake Toughpower;;ATX;plus;1000;false;
2653;Sparkle ATX-450PN;;ATX;;450;false;
2654;Cougar RSB400;;ATX;plus;400;false;
2655;LEPA B650-SA;;ATX;bronze;650;false;
2656;Topower ZU-950;;ATX;;950;false;
2657;be quiet! Dark Power Pro 10;;ATX;gold;1200;Semi;
2658;be quiet! Dark Power Pro 10;;ATX;gold;550;Semi;
2659;Sparkle FSP400-60GHS;;SFX;bronze;400;false;
2660;Topower TOP-600WB;;ATX;bronze;600;false;
2661;Topower TOP-400W801;;ATX;plus;400;false;
2662;Enermax Platimax;;ATX;platinum;500;Semi;
2663;Super Flower Leadex V Pro;;ATX;platinum;1000;Full;Black
2664;CoolMax ZU-800B;;ATX;bronze;800;Semi;
2665;CoolMax ZU-900B;;ATX;bronze;900;Semi;
2666;Cooler Master MasterWatt TUF Gaming Alliance;;ATX;bronze;550;Semi;Black / Gray
2667;Kingwin ABT-610MM;;ATX;;610;false;
2668;Logisys AT750BK;;ATX;bronze;750;false;
2669;Zalman LE;;ATX;;400;false;
2670;XFX TS;;ATX;bronze;430;false;
2671;Raidmax Cobra;;ATX;gold;600;Semi;
2672;Rosewill Capstone;;ATX;gold;450;Semi;
2673;Gigabyte Odin GT 800;;ATX;plus;800;Semi;Black
2674;PC Power & Cooling S75CF;;ATX;plus;750;false;
2675;Enermax ETL650AWT-M;;ATX;bronze;650;Semi;
2676;Super Flower LEADEX VII XG;;ATX;gold;750;Full;Black
2677;Super Flower Leadex V Pro;;ATX;gold;850;Full;White
2678;Silverstone Strider;;ATX;gold;1000;Full;
2679;Silverstone Strider;;ATX;gold;1200;Full;
2680;Enermax REVOLUTION X't II;;ATX;gold;550;Semi;
2681;Rosewill RV2-600;;ATX;;600;false;
2682;GAMDIAS ASTRAPE E1;;ATX;plus;550;false;Black / Multicolor
2683;Silverstone Strider;;ATX;gold;750;Full;
2684;Cougar DX500;;ATX;plus;500;false;
2685;Cougar DX600;;ATX;plus;600;false;
2686;Silverstone Strider;;ATX;bronze;600;false;
2687;Thermalright TB-850;;ATX;bronze;850;Full;Black
2688;FSP Group HEXA 85+ PRO;;ATX;bronze;850;false;Black
2689;Diablotek PHD650;;ATX;;650;false;
2690;Athena Power AP-P4ATX95FEPC;;ATX;plus;950;false;
2691;Athena Power AP-MPS3ATX30H;;ATX;;300;false;
2692;Athena Power AP-P4ATX85FEP;;ATX;;850;false;
2693;Diablotek PSDA350;;ATX;;350;false;
2694;Cougar GX-S;;ATX;gold;650;false;
2695;Athena Power AP-MFATX25;;Mini ITX;plus;250;false;
2696;Diablotek PSDA600;;ATX;;600;false;
2697;Rosewill Fortress;;ATX;platinum;450;false;
2698;Cooler Master MPW-5502-ACABW 230V;;ATX;plus;550;false;
2699;Cooler Master Silent Pro M2;;ATX;silver;1500;Semi;
2700;Deepcool PN550D WH;;ATX;gold;550;Full;White
2701;Xion XON-1250P14HE;;ATX;;1250;false;
2702;Silverstone Strider;;ATX;bronze;700;false;
2703;XClio STABLEPOWER 850W;;ATX;;850;false;
2704;StarTech ATXPW500PRO2;;ATX;;500;false;
2705;XClio DIAMONDPOWER 880W;;ATX;;880;false;
2706;Enermax DIGIFANLESS;;ATX;platinum;550;Full;
2707;StarTech ATX2PW450PRO;;ATX;;450;false;
2708;StarTech ATXPW350DELL;;ATX;;350;false;
2709;StarTech ATX2PW430PRO;;ATX;bronze;430;false;
2710;XClio GOODPOWER 500W;;ATX;;500;false;
2711;Thermaltake Rome;;ATX;gold;750;Semi;Black
2712;Thermaltake Toughpower GF A3 - TT Premium Edition;;ATX;gold;650;Full;Black
2713;NZXT HALE 90;;ATX;gold;750;Full;
2714;RIOTORO ENIGMA G2;;ATX;gold;750;Full;Black / Yellow
2715;SeaSonic SS-1250XM2;;ATX;gold;1250;Full;
2716;Zalman 1000-HP Plus;;ATX;silver;1000;Full;
2717;Rosewill Fortress;;ATX;platinum;650;false;
2718;KOLINK Continuum;;ATX;platinum;1050;Full;Black
2719;KOLINK Continuum V2;;ATX;platinum;1200;Full;Black
2720;KOLINK Core;;ATX;plus;1000;false;Black
2721;XFX P1-750X-XXB9;;ATX;bronze;750;Semi;
2722;Kingwin Lazer;;ATX;plus;750;Full;
2723;Kingwin Mach 1;;ATX;bronze;1220;Full;
2724;Kingwin Lazer Gold;;ATX;gold;850;Full;
2725;Corsair TX650 V2;;ATX;bronze;650;false;
2726;XClio STABLEPOWER 1000W;;ATX;;1000;false;
2727;SHARKOON SilentStorm Icewind;;ATX;bronze;550;Semi;White / Black
2728;Antec VP;;ATX;plus;630;false;
2729;SeaSonic SS-350TGM Retail;;TFX;gold;350;Full;
2730;NZXT HALE82N 550W;;ATX;bronze;550;false;
2731;Thermaltake Toughpower GF A3 - TT Premium Edition;;ATX;gold;750;Full;Black
2732;FSP Group FSP300-60GHT;;TFX;plus;300;false;
2733;OCZ ZX;;ATX;gold;1000;Full;
2734;Lian Li PE;;SFX;gold;550;Full;
2735;Silverstone Strider;;ATX;gold;1200;Full;
2736;Enermax Platimax D.F.;;ATX;platinum;850;Full;
2737;Cougar GX V3;;ATX;gold;800;Semi;Black / Gold
2738;Antec High Current Gamer;;ATX;bronze;400;false;
2739;XFX P1850SNLB9;;ATX;bronze;850;false;
2740;Enermax ENP550AWT;;ATX;;550;false;
2741;Raidmax Thunder RGB;;ATX;bronze;535;Semi;Black
2742;SeaSonic X;;ATX;gold;760;Full;
2743;Raidmax Cobra;;ATX;gold;500;false;
2744;XFX P1-450S-XXB9;;ATX;bronze;450;false;
2745;be quiet! Power Zone;;ATX;bronze;650;Full;
2746;FSP Group VITA-1000GM;;ATX;gold;1000;Full;White
2747;RIOTORO ONYX 750;;ATX;bronze;750;Semi;
2748;be quiet! Power Zone;;ATX;bronze;750;Full;
2749;BitFenix BFG GOLD;;ATX;gold;650;Full;Black
2750;BitFenix BFG GOLD ATX3.0;;ATX;gold;1200;Full;Black
2751;Corsair G600;;ATX;plus;600;false;
2752;Rosewill CMG1000;;ATX;gold;1000;Full;Black
2753;XClio Goodpower 650W;;ATX;bronze;650;Full;
2754;BFG BFGR650WGSPSU;;ATX;;650;false;
2755;XFX P1-550S-XXB9;;ATX;bronze;550;false;
2756;Anima APII500;;ATX;;500;false;Black / Green
2757;Sparkle R-SPI600GHN;;ATX;plus;600;false;
2758;Rosewill PHOTON 1350;;ATX;gold;1350;Full;Black
2759;Sparkle ATX-300PN-B204;;ATX;;300;false;
2760;Enermax REVOLUTION DUO;;ATX;gold;600;false;
2761;Zalman TeraMax II;;ATX;gold;1200;Full;White
2762;Cooler Master Hyper White;;ATX;plus;400;false;Black
2763;Rosewill Tachyon;;ATX;platinum;550;Semi;
2764;Rosewill Tachyon;;ATX;platinum;1000;Semi;
2765;Rosewill Capstone G750;;ATX;gold;750;Semi;
2766;FSP Group AURUM 92+;;ATX;platinum;550;Semi;
2767;OCZ Fatal1ty;;ATX;bronze;750;Full;
2768;LEPA MaxBron;;ATX;bronze;450;Semi;
2769;LEPA MX-F1;;ATX;;350;false;
2770;LEPA MaxGold;;ATX;gold;700;Semi;
2771;Kingwin ABT-750MM;;ATX;;750;false;
2772;Cougar CMD 600;;ATX;bronze;600;Semi;Black / Blue
