id;name;price;core_count;core_clock;boost_clock;tdp;graphics;smt;socket
1624;Core i9-9900;464.15;8;3.1;5;65;UHD Graphics 630;t;LGA 1151
1626;Core i5-7500T;67.63;4;2.7;3.3;35;HD Graphics 630;f;LGA 1151
1628;Core i7-8086K;450.01;6;4;5;95;UHD Graphics 630;t;LGA 1151
1629;Core i5-6500;;4;3.2;3.6;65;HD Graphics 530;f;LGA 1151
1631;Core i7-8700;611.05;6;3.2;4.6;65;UHD Graphics 630;t;LGA 1151
1637;Core i7-7700;329.95;4;3.6;4.2;65;HD Graphics 630;t;LGA 1151
1638;Core i5-8400;249.95;6;2.8;4;65;UHD Graphics 630;f;LGA 1151
1647;Core i5-8600;188.38;6;3.1;4.3;65;UHD Graphics 630;f;LGA 1151
1654;Core i5-8500T;;6;2.1;3.5;35;UHD Graphics 630;f;LGA 1151
1662;Celeron G3900;39.9;2;2.8;;51;HD Graphics 510;f;LGA 1151
1665;Core i7-7700K;;4;4.2;4.5;91;HD Graphics 630;t;LGA 1151
1673;Core i7-9700F;395.34;8;3;4.7;65;;f;LGA 1151
1681;Pentium G4560;133.41;2;3.5;;54;HD Graphics 610;t;LGA 1151
1684;Core i7-9700K;;8;3.6;4.9;95;UHD Graphics 630;f;LGA 1151
1685;Core i7-6700K;;4;4;4.2;91;HD Graphics 530;t;LGA 1151
1690;Core i5-9400;110;6;2.9;4.1;65;UHD Graphics 630;f;LGA 1151
1697;Core i5-7400T;;4;2.4;3;35;HD Graphics 630;f;LGA 1151
1699;Pentium Gold G5400;72.95;2;3.7;;58;UHD Graphics 610;t;LGA 1151
1702;Core i7-6700;354.99;4;3.4;4;65;HD Graphics 530;t;LGA 1151
1705;Core i5-9600K;;6;3.7;4.6;95;UHD Graphics 630;f;LGA 1151
1716;Core i7-9700;299.8;8;3;4.7;65;HD Graphics 630;f;LGA 1151
1720;Core i3-7100T;41.13;2;3.4;;35;HD Graphics 630;t;LGA 1151
1742;Core i3-7320;48;2;4.1;;51;HD Graphics 630;t;LGA 1151
1749;Core i7-8700T;304.38;6;2.4;4;35;UHD Graphics 630;t;LGA 1151
1760;Pentium G4400;;2;3.3;;54;HD Graphics 510;f;LGA 1151
1762;Core i5-9600;195;6;3.1;4.6;65;UHD Graphics 630;f;LGA 1151
1763;Core i7-7700T;489.95;4;2.9;3.8;35;HD Graphics 630;t;LGA 1151
1767;Celeron G4920;50.27;2;3.2;;65;UHD Graphics 610;f;LGA 1151
1773;Core i5-8600K;;6;3.6;4.3;95;UHD Graphics 630;f;LGA 1151
1775;Core i7-6700T;;4;2.8;3.6;35;HD Graphics 530;t;LGA 1151
1785;Core i3-8350K;;4;4;;91;UHD Graphics 630;f;LGA 1151
1792;Core i3-9350KF;206;4;4;4.6;91;;f;LGA 1151
1799;Core i3-8100T;;4;3.1;;35;UHD Graphics 630;f;LGA 1151
1801;Core i3-7100;74.9;2;3.9;;51;HD Graphics 630;t;LGA 1151
1808;Core i5-7600K;;4;3.8;4.2;91;HD Graphics 630;f;LGA 1151
1825;Core i5-7400;110;4;3;3.5;65;HD Graphics 630;f;LGA 1151
1832;Core i3-6100;98.95;2;3.7;;51;HD Graphics 530;t;LGA 1151
1838;Core i3-6300;92.54;2;3.8;;51;HD Graphics 530;t;LGA 1151
1839;Core i5-7500;;4;3.4;3.8;65;HD Graphics 630;f;LGA 1151
1842;Core i5-9500F;249;6;3;4.4;65;;f;LGA 1151
1847;Core i5-8400T;139;6;1.7;3.3;35;UHD Graphics 630;f;LGA 1151
1856;Celeron G4900;72.55;2;3.1;;65;UHD Graphics 610;f;LGA 1151
1859;Core i9-9900;;8;3.1;5;65;UHD Graphics 630;t;LGA 1151
1863;Pentium Gold G5400;;2;3.7;;58;UHD Graphics 610;t;LGA 1151
1871;Core i5-9400;;6;2.9;4.1;65;UHD Graphics 630;f;LGA 1151
1872;Core i5-8500;172.92;6;3;4.1;65;UHD Graphics 630;f;LGA 1151
1873;Core i5-9600KF;339.95;6;3.7;4.6;95;;f;LGA 1151
1875;Core i5-6400;;4;2.7;3.3;65;HD Graphics 530;f;LGA 1151
1878;Core i3-7100T;48.1;2;3.4;;35;HD Graphics 630;t;LGA 1151
1887;Pentium Gold G5500;64.06;2;3.8;;54;UHD Graphics 630;t;LGA 1151
1893;Xeon E-2124;110;4;3.3;4.3;71;;f;LGA 1151
1897;Core i3-6098P;59;2;3.6;;54;HD Graphics 510;t;LGA 1151
1898;Pentium G4600;;2;3.6;;51;HD Graphics 630;t;LGA 1151
1921;Celeron G3930;56.99;2;2.9;;51;HD Graphics 610;f;LGA 1151
1923;Celeron G3930T;46.07;2;2.7;;35;HD Graphics 610;f;LGA 1151
1927;Core i5-9400T;;6;1.8;3.4;35;UHD Graphics 630;f;LGA 1151
1929;Core i3-6100T;;2;3.2;;35;HD Graphics 530;t;LGA 1151
1934;Core i5-7600T;;4;2.8;3.7;35;HD Graphics 630;f;LGA 1151
1955;Core i3-8300;;4;3.7;;62;UHD Graphics 630;f;LGA 1151
1958;Core i5-7400T;75;4;2.4;3;35;HD Graphics 630;f;LGA 1151
1963;Core i5-9600K;;6;3.7;4.6;95;UHD Graphics 630;f;LGA 1151
1969;Core i3-8100;124.9;4;3.6;;65;UHD Graphics 630;f;LGA 1151
1970;Core i5-8500;;6;3;4.1;65;UHD Graphics 630;f;LGA 1151
2000;Core i5-7600;;4;3.5;4.1;65;HD Graphics 630;f;LGA 1151
2001;Core i7-7700T;;4;2.9;3.8;35;HD Graphics 630;t;LGA 1151
2004;Core i3-9300;264.13;4;3.7;4.3;62;UHD Graphics 630;f;LGA 1151
2015;Core i5-6600T;184.98;4;2.7;3.5;35;HD Graphics 530;f;LGA 1151
2016;Core i5-8600;269.95;6;3.1;4.3;65;UHD Graphics 630;f;LGA 1151
2025;Core i5-6600;;4;3.3;3.9;65;HD Graphics 530;f;LGA 1151
2029;Pentium Gold G5600;;2;3.9;;54;UHD Graphics 630;t;LGA 1151
2055;Core i3-6320;;2;3.9;;51;HD Graphics 530;t;LGA 1151
2058;Core i5-9500;;6;3;4.4;65;UHD Graphics 630;f;LGA 1151
2063;Pentium G4500;80.79;2;3.5;;51;HD Graphics 530;f;LGA 1151
2072;Pentium G4560;;2;3.5;;54;HD Graphics 610;t;LGA 1151
2076;Celeron G3900;53.5;2;2.8;;51;HD Graphics 510;f;LGA 1151
2087;Core i5-8600T;;6;2.3;3.7;35;UHD Graphics 630;f;LGA 1151
2108;Core i3-7300;;2;4;;51;HD Graphics 630;t;LGA 1151
2109;Core i3-9350K;;4;4;4.6;91;HD Graphics 630;f;LGA 1151
2129;Core i7-6700T;;4;2.8;3.6;35;HD Graphics 530;t;LGA 1151
2133;Core i3-8350K;;4;4;;91;UHD Graphics 630;f;LGA 1151
2146;Core i3-6100T;149.94;2;3.2;;35;HD Graphics 530;t;LGA 1151
2150;Core i5-9400;;6;2.9;4.1;65;UHD Graphics 630;f;LGA 1151
2173;Core i3-8300T;;4;3.2;;35;UHD Graphics 630;f;LGA 1151
2201;Core i5-9600;;6;3.1;4.6;65;UHD Graphics 630;f;LGA 1151
2243;Core i5-9500F;;6;3;4.4;65;;f;LGA 1151
2248;Pentium G4620;224.12;2;3.7;;51;HD Graphics 630;t;LGA 1151
2253;Celeron G3920;495.09;2;2.6;;35;HD Graphics 510;f;LGA 1151
2254;Xeon E-2124G;279.88;4;3.4;4.5;71;HD Graphics P630;f;LGA 1151
2275;Celeron G3930;63.92;2;2.9;;51;HD Graphics 610;f;LGA 1151
2276;Pentium G4560T;;2;2.9;;35;HD Graphics 610;t;LGA 1151
2277;Core i3-7300T;128.46;2;3.5;;35;HD Graphics 630;t;LGA 1151
2306;Pentium G4600;169.95;2;3.6;;51;HD Graphics 630;t;LGA 1151
2307;Core i5-7500T;199.95;4;2.7;3.3;35;HD Graphics 630;f;LGA 1151
2312;Core i5-9500F;;6;3;4.4;65;;f;LGA 1151
2357;Pentium G4520;;2;3.6;;51;HD Graphics 530;f;LGA 1151
2364;Core i3-9350K;;4;4;4.6;91;HD Graphics 630;f;LGA 1151
2422;Pentium G4400;;2;3.3;;54;HD Graphics 510;f;LGA 1151
2428;Core i3-7320;;2;4.1;;51;HD Graphics 630;t;LGA 1151
2429;Core i5-7500T;;4;2.7;3.3;35;HD Graphics 630;f;LGA 1151
2430;Core i5-7600T;;4;2.8;3.7;35;HD Graphics 630;f;LGA 1151
2431;Core i7-7700T;;4;2.9;3.8;35;HD Graphics 630;t;LGA 1151
2436;Core i3-8300;;4;3.7;;62;UHD Graphics 630;f;LGA 1151
2438;Core i3-9300;;4;3.7;4.3;62;UHD Graphics 630;f;LGA 1151
2447;Celeron G4920;;2;3.2;;65;UHD Graphics 610;f;LGA 1151
2517;Core i3-6320;;2;3.9;;51;HD Graphics 530;t;LGA 1151
2518;Core i3-6300T;;2;3.3;;35;HD Graphics 530;t;LGA 1151
2520;Core i5-6600T;;4;2.7;3.5;35;HD Graphics 530;f;LGA 1151
2521;Pentium G4500;;2;3.5;;51;HD Graphics 530;f;LGA 1151
2526;Pentium G4620;;2;3.7;;51;HD Graphics 630;t;LGA 1151
2527;Celeron G3950;;2;3;;51;HD Graphics 610;f;LGA 1151
2528;Pentium G4600T;;2;3;;35;HD Graphics 630;t;LGA 1151
2535;Pentium Gold G5500;;2;3.8;;54;UHD Graphics 630;t;LGA 1151
2536;Pentium Gold G5600;;2;3.9;;54;UHD Graphics 630;t;LGA 1151
2540;Core i3-9320;;4;3.7;4.4;62;;f;LGA 1151
2541;Core i3-9320;;4;3.7;4.4;62;;f;LGA 1151
2546;Core i3-7350K;;2;4.2;;60;HD Graphics 630;t;LGA 1151
2547;Core i5-7600T;229.95;4;2.8;3.7;35;HD Graphics 630;f;LGA 1151
2642;Core i3-6300T;;2;3.3;;35;HD Graphics 530;t;LGA 1151
2643;Pentium G4520;;2;3.6;;51;HD Graphics 530;f;LGA 1151
2651;Core i3-7300;;2;4;;51;HD Graphics 630;t;LGA 1151
2652;Celeron G3950;;2;3;;51;HD Graphics 610;f;LGA 1151
2653;Core i3-7100T;;2;3.4;;35;HD Graphics 630;t;LGA 1151
2654;Core i3-7300T;;2;3.5;;35;HD Graphics 630;t;LGA 1151
2655;Core i5-7400T;;4;2.4;3;35;HD Graphics 630;f;LGA 1151
2661;Xeon E-2124;;4;3.3;4.3;71;;f;LGA 1151
2662;Xeon E-2124G;;4;3.4;4.5;71;HD Graphics P630;f;LGA 1151
2738;Core i3-6300;;2;3.8;;51;HD Graphics 530;t;LGA 1151
2740;Core i3-7300T;128.46;2;3.5;;35;HD Graphics 630;t;LGA 1151
231;Athlon X4 845;50;4;3.5;3.8;65;;f;LGA 1151
349;A8-7600;;4;3.1;3.8;65;Radeon R7 (on-die);f;LGA 1151
362;A8-7680;;4;3.5;3.8;65;Radeon R7 (on-die);f;LGA 1151
370;A10-7850K;139.84;4;3.7;4;95;Radeon R7 (on-die);f;LGA 1151
420;Athlon X4 860K;;4;3.7;4;95;;f;LGA 1151
464;A8-7650K;;4;3.3;3.7;95;Radeon R7 (on-die);f;LGA 1151
480;A10-7800;;4;3.5;3.9;65;Radeon R7 (on-die);f;FM2+
493;A10-7890K;;4;4.1;4.3;95;Radeon R7 (on-die);f;FM2+
511;A10-7700K;132.86;4;3.4;3.8;95;Radeon R7 (on-die);f;FM2+
576;A10-7870K;281.82;4;3.9;4.1;95;Radeon R7 (on-die);f;FM2+
595;A6-7400K;89.98;2;3.5;3.9;65;Radeon R5 (on die);f;FM2+
665;Athlon X4 880K;;4;4;4.2;95;;f;FM2+
700;A6-7480;;2;3.5;3.8;65;Radeon R5 (on die);f;FM2+
743;A6-7470K;89;2;3.7;4;65;Radeon R5 (on die);f;FM2+
866;A10-7890K;;4;4.1;4.3;95;Radeon R7 (on-die);f;FM2+
867;Athlon X4 870K;;4;3.9;4.1;95;;f;FM2+
868;A8-7650K;;4;3.3;3.7;95;Radeon R7 (on-die);f;FM2+
895;A10-7800;;4;3.5;3.9;65;Radeon R7 (on-die);f;FM2+
905;A8-7670K;;4;3.6;3.9;95;Radeon R7 (on-die);f;FM2+
968;A10-7850K;;4;3.7;4;95;Radeon R7 (on-die);f;FM2+
969;A10-7700K;;4;3.4;3.8;95;Radeon R7 (on-die);f;FM2+
972;A8-7600;;4;3.1;3.8;65;Radeon R7 (on-die);f;FM2+
973;Athlon X4 860K;;4;3.7;4;95;;f;FM2+
982;A8-7670K;;4;3.6;3.9;95;Radeon R7 (on-die);f;FM2+
983;A8-7670K;;4;3.6;3.9;95;Radeon R7 (on-die);f;FM2+
1041;Athlon X4 840;;4;3.1;3.8;65;;f;FM2+
1048;A10-7870K;;4;3.9;4.1;95;Radeon R7 (on-die);f;FM2+
1247;A6-7400K;;2;3.5;3.9;65;Radeon R5 (on die);f;FM2+
1257;Athlon X2 450;;2;3.5;3.9;65;;f;FM2+
1272;Athlon X4 845;;4;3.5;3.8;65;;f;FM2+
1273;A6-7470K;;2;3.7;4;65;Radeon R5 (on die);f;FM2+
1274;Athlon X4 880K;;4;4;4.2;95;;f;FM2+
1277;Athlon X4 860K;;4;3.7;4;95;;f;FM2+
1604;Athlon X4 845;50;4;3.5;3.8;65;;f;FM2+
1722;A8-7600;;4;3.1;3.8;65;Radeon R7 (on-die);f;FM2+
1735;A8-7680;;4;3.5;3.8;65;Radeon R7 (on-die);f;FM2+
1743;A10-7850K;139.84;4;3.7;4;95;Radeon R7 (on-die);f;FM2+
1793;Athlon X4 860K;;4;3.7;4;95;;f;FM2+
1837;A8-7650K;;4;3.3;3.7;95;Radeon R7 (on-die);f;FM2+
1853;A10-7800;;4;3.5;3.9;65;Radeon R7 (on-die);f;FM2+
1866;A10-7890K;;4;4.1;4.3;95;Radeon R7 (on-die);f;FM2+
1884;A10-7700K;132.86;4;3.4;3.8;95;Radeon R7 (on-die);f;FM2+
1949;A10-7870K;281.82;4;3.9;4.1;95;Radeon R7 (on-die);f;FM2+
1968;A6-7400K;89.98;2;3.5;3.9;65;Radeon R5 (on die);f;FM2+
2038;Athlon X4 880K;;4;4;4.2;95;;f;FM2+
2073;A6-7480;;2;3.5;3.8;65;Radeon R5 (on die);f;FM2+
2116;A6-7470K;89;2;3.7;4;65;Radeon R5 (on die);f;FM2+
2239;A10-7890K;;4;4.1;4.3;95;Radeon R7 (on-die);f;FM2+
2240;Athlon X4 870K;;4;3.9;4.1;95;;f;FM2+
2241;A8-7650K;;4;3.3;3.7;95;Radeon R7 (on-die);f;FM2+
2268;A10-7800;;4;3.5;3.9;65;Radeon R7 (on-die);f;FM2+
2278;A8-7670K;;4;3.6;3.9;95;Radeon R7 (on-die);f;FM2+
2341;A10-7850K;;4;3.7;4;95;Radeon R7 (on-die);f;FM2+
2342;A10-7700K;;4;3.4;3.8;95;Radeon R7 (on-die);f;FM2+
2345;A8-7600;;4;3.1;3.8;65;Radeon R7 (on-die);f;FM2+
2346;Athlon X4 860K;;4;3.7;4;95;;f;FM2+
2355;A8-7670K;;4;3.6;3.9;95;Radeon R7 (on-die);f;FM2+
2356;A8-7670K;;4;3.6;3.9;95;Radeon R7 (on-die);f;FM2+
2414;Athlon X4 840;;4;3.1;3.8;65;;f;FM2+
2421;A10-7870K;;4;3.9;4.1;95;Radeon R7 (on-die);f;FM2+
2620;A6-7400K;;2;3.5;3.9;65;Radeon R5 (on die);f;FM2+
2630;Athlon X2 450;;2;3.5;3.9;65;;f;FM2+
2645;Athlon X4 845;;4;3.5;3.8;65;;f;FM2+
2646;A6-7470K;;2;3.7;4;65;Radeon R5 (on die);f;FM2+
2647;Athlon X4 880K;;4;4;4.2;95;;f;FM2+
2650;Athlon X4 860K;;4;3.7;4;95;;f;FM2+
826;Athlon 5370;;4;2.2;;25;Radeon R3 (on die);f;FM2+
1276;Athlon 5370;;4;2.2;;25;Radeon R3 (on die);f;FM2+
2199;Athlon 5370;;4;2.2;;25;Radeon R3 (on die);f;FM2+
2649;Athlon 5370;;4;2.2;;25;Radeon R3 (on die);f;FM2+
120;Core i7-6950X;804.98;10;3;3.5;140;;t;FM2+
220;Core i7-6800K;103;6;3.4;3.6;140;;t;FM2+
222;Core i7-6900K;120;8;3.2;3.7;140;;t;AM1
226;Core i7-5820K;;6;3.3;3.6;140;;t;AM1
239;Xeon E5-2640 V3;67.15;8;2.6;3.4;90;;t;AM1
277;Xeon E5-2667 V3;1008.93;8;3.2;3.6;135;;t;AM1
290;Core i7-6850K;115;6;3.6;3.8;140;;t;LGA 2011-3
294;Xeon E5-2698 V3;;16;2.3;3.6;135;;t;LGA 2011-3
302;Core i7-5930K;;6;3.5;3.7;140;;t;LGA 2011-3
320;Core i7-6950X;506.35;10;3;3.5;140;;t;LGA 2011-3
321;Core i7-5960X;;8;3;3.5;140;;t;LGA 2011-3
323;Xeon E5-2630 V3;169.95;8;2.4;3.2;85;;t;LGA 2011-3
328;Xeon E5-1650 V3;54.46;6;3.5;3.8;140;;t;LGA 2011-3
335;Xeon E5-2699 V3;;18;2.3;3.6;145;;t;LGA 2011-3
384;Xeon E5-2670 V3;;12;2.3;3.1;120;;t;LGA 2011-3
406;Xeon E5-2697 V3;;14;2.6;3.6;145;;t;LGA 2011-3
416;Xeon E5-2680 V3;;12;2.5;3.3;120;;t;LGA 2011-3
421;Xeon E5-1620 V3;69.02;4;3.5;3.6;140;;t;LGA 2011-3
434;Xeon E5-2687W V3;;10;3.1;3.5;160;;t;LGA 2011-3
462;Core i7-5820K;429.95;6;3.3;3.6;140;;t;LGA 2011-3
476;Xeon E5-1660 V3;204.44;8;3;3.5;140;;t;LGA 2011-3
494;Xeon E5-2660 V3;;10;2.6;3.3;105;;t;LGA 2011-3
504;Xeon E5-2660 V3;149.94;10;2.6;3.3;105;;t;LGA 2011-3
507;Xeon E5-2620 V3;80;6;2.4;3.2;85;;t;LGA 2011-3
519;Xeon E5-2650 V3;;10;2.3;3;105;;t;LGA 2011-3
541;Core i7-5930K;529.95;6;3.5;3.7;140;;t;LGA 2011-3
544;Xeon E5-2690 V3;;12;2.6;3.5;135;;t;LGA 2011-3
651;Xeon E5-1680 V3;;8;3.2;3.8;140;;t;LGA 2011-3
654;Core i7-6800K;329.11;6;3.4;3.6;140;;t;LGA 2011-3
712;Xeon E5-2603 V3;135;6;1.6;;85;;f;LGA 2011-3
723;Xeon E5-2630L V3;410;8;1.8;2.9;55;;t;LGA 2011-3
734;Core i7-6850K;;6;3.6;3.8;140;;t;LGA 2011-3
742;Xeon E5-2620 V3;95.07;6;2.4;3.2;85;;t;LGA 2011-3
765;Core i7-6900K;295.06;8;3.2;3.7;140;;t;LGA 2011-3
779;Xeon E5-2695 V3;498.95;14;2.3;3.3;120;;t;LGA 2011-3
793;Xeon E5-1630 V3;;4;3.7;3.8;140;;t;LGA 2011-3
794;Xeon E5-2623 V3;229.95;4;3;3.5;105;;t;LGA 2011-3
819;Core i7-5960X;;8;3;3.5;140;;t;LGA 2011-3
820;Xeon E5-2650L V3;;12;1.8;2.5;65;;t;LGA 2011-3
831;Xeon E5-1650 V3;;6;3.5;3.8;140;;t;LGA 2011-3
837;Xeon E5-2643 V3;235.44;6;3.4;3.7;135;;t;LGA 2011-3
839;Xeon E5-2683 V3;896.5;14;2;3;120;;t;LGA 2011-3
901;Core i7-6900K;;8;3.2;3.7;140;;t;LGA 2011-3
932;Core i7-6950X;;10;3;3.5;140;;t;LGA 2011-3
975;Xeon E5-2609 V3;;6;1.9;;85;;f;LGA 2011-3
976;Xeon E5-2650 V3;;10;2.3;3;105;;t;LGA 2011-3
977;Xeon E5-2687W V3;;10;3.1;3.5;160;;t;LGA 2011-3
978;Xeon E5-2670 V3;;12;2.3;3.1;120;;t;LGA 2011-3
1039;Xeon E5-1620 V3;;4;3.5;3.6;140;;t;LGA 2011-3
1044;Xeon E5-2640 V3;189.95;8;2.6;3.4;90;;t;LGA 2011-3
1045;Xeon E5-2685 V3;;12;2.6;3.3;120;;t;LGA 2011-3
1046;Xeon E5-2680 V3;;12;2.5;3.3;120;;t;LGA 2011-3
1054;Core i7-6800K;;6;3.4;3.6;140;;t;LGA 2011-3
1138;Xeon E5-2609 V3;;6;1.9;;85;;f;LGA 2011-3
1139;Xeon E5-2603 V3;;6;1.6;;85;;f;LGA 2011-3
1140;Xeon E5-2695 V3;;14;2.3;3.3;120;;t;LGA 2011-3
1152;Core i7-6850K;;6;3.6;3.8;140;;t;LGA 2011-3
1172;Xeon E5-2637 V3;483.62;4;3.5;3.7;135;;t;LGA 2011-3
1261;Xeon E5-2622 V3;;8;2.4;;85;;t;LGA 2011-3
1262;Xeon E5-2630 V3;459;8;2.4;3.2;85;;t;LGA 2011-3
1263;Xeon E5-2697 V3;;14;2.6;3.6;145;;t;LGA 2011-3
1275;Xeon E5-2658 V3;;12;2.2;2.9;105;;t;LGA 2011-3
1493;Core i7-6950X;804.98;10;3;3.5;140;;t;LGA 2011-3
1593;Core i7-6800K;103;6;3.4;3.6;140;;t;LGA 2011-3
1595;Core i7-6900K;120;8;3.2;3.7;140;;t;LGA 2011-3
1599;Core i7-5820K;;6;3.3;3.6;140;;t;LGA 2011-3
1612;Xeon E5-2640 V3;67.15;8;2.6;3.4;90;;t;LGA 2011-3
1650;Xeon E5-2667 V3;1008.93;8;3.2;3.6;135;;t;LGA 2011-3
1663;Core i7-6850K;115;6;3.6;3.8;140;;t;LGA 2011-3
1667;Xeon E5-2698 V3;;16;2.3;3.6;135;;t;LGA 2011-3
1675;Core i7-5930K;;6;3.5;3.7;140;;t;LGA 2011-3
1693;Core i7-6950X;506.35;10;3;3.5;140;;t;LGA 2011-3
1694;Core i7-5960X;;8;3;3.5;140;;t;LGA 2011-3
1696;Xeon E5-2630 V3;169.95;8;2.4;3.2;85;;t;LGA 2011-3
1701;Xeon E5-1650 V3;54.46;6;3.5;3.8;140;;t;LGA 2011-3
1708;Xeon E5-2699 V3;;18;2.3;3.6;145;;t;LGA 2011-3
1757;Xeon E5-2670 V3;;12;2.3;3.1;120;;t;LGA 2011-3
1779;Xeon E5-2697 V3;;14;2.6;3.6;145;;t;LGA 2011-3
1789;Xeon E5-2680 V3;;12;2.5;3.3;120;;t;LGA 2011-3
1794;Xeon E5-1620 V3;69.02;4;3.5;3.6;140;;t;LGA 2011-3
1807;Xeon E5-2687W V3;;10;3.1;3.5;160;;t;LGA 2011-3
1835;Core i7-5820K;429.95;6;3.3;3.6;140;;t;LGA 2011-3
1849;Xeon E5-1660 V3;204.44;8;3;3.5;140;;t;LGA 2011-3
1867;Xeon E5-2660 V3;;10;2.6;3.3;105;;t;LGA 2011-3
1877;Xeon E5-2660 V3;149.94;10;2.6;3.3;105;;t;LGA 2011-3
1880;Xeon E5-2620 V3;80;6;2.4;3.2;85;;t;LGA 2011-3
1892;Xeon E5-2650 V3;;10;2.3;3;105;;t;LGA 2011-3
1914;Core i7-5930K;529.95;6;3.5;3.7;140;;t;LGA 2011-3
1917;Xeon E5-2690 V3;;12;2.6;3.5;135;;t;LGA 2011-3
2024;Xeon E5-1680 V3;;8;3.2;3.8;140;;t;LGA 2011-3
2027;Core i7-6800K;329.11;6;3.4;3.6;140;;t;LGA 2011-3
2085;Xeon E5-2603 V3;135;6;1.6;;85;;f;LGA 2011-3
2096;Xeon E5-2630L V3;410;8;1.8;2.9;55;;t;LGA 2011-3
2107;Core i7-6850K;;6;3.6;3.8;140;;t;LGA 2011-3
2115;Xeon E5-2620 V3;95.07;6;2.4;3.2;85;;t;LGA 2011-3
2138;Core i7-6900K;295.06;8;3.2;3.7;140;;t;LGA 2011-3
2152;Xeon E5-2695 V3;498.95;14;2.3;3.3;120;;t;LGA 2011-3
2166;Xeon E5-1630 V3;;4;3.7;3.8;140;;t;LGA 2011-3
2167;Xeon E5-2623 V3;229.95;4;3;3.5;105;;t;LGA 2011-3
2192;Core i7-5960X;;8;3;3.5;140;;t;LGA 2011-3
2193;Xeon E5-2650L V3;;12;1.8;2.5;65;;t;LGA 2011-3
2204;Xeon E5-1650 V3;;6;3.5;3.8;140;;t;LGA 2011-3
2210;Xeon E5-2643 V3;235.44;6;3.4;3.7;135;;t;LGA 2011-3
2212;Xeon E5-2683 V3;896.5;14;2;3;120;;t;LGA 2011-3
2274;Core i7-6900K;;8;3.2;3.7;140;;t;LGA 2011-3
2305;Core i7-6950X;;10;3;3.5;140;;t;LGA 2011-3
2349;Xeon E5-2650 V3;;10;2.3;3;105;;t;LGA 2011-3
2350;Xeon E5-2687W V3;;10;3.1;3.5;160;;t;LGA 2011-3
2351;Xeon E5-2670 V3;;12;2.3;3.1;120;;t;LGA 2011-3
2412;Xeon E5-1620 V3;;4;3.5;3.6;140;;t;LGA 2011-3
2417;Xeon E5-2640 V3;189.95;8;2.6;3.4;90;;t;LGA 2011-3
2418;Xeon E5-2685 V3;;12;2.6;3.3;120;;t;LGA 2011-3
2419;Xeon E5-2680 V3;;12;2.5;3.3;120;;t;LGA 2011-3
2427;Core i7-6800K;;6;3.4;3.6;140;;t;LGA 2011-3
2511;Xeon E5-2609 V3;;6;1.9;;85;;f;LGA 2011-3
2512;Xeon E5-2603 V3;;6;1.6;;85;;f;LGA 2011-3
2513;Xeon E5-2695 V3;;14;2.3;3.3;120;;t;LGA 2011-3
2525;Core i7-6850K;;6;3.6;3.8;140;;t;LGA 2011-3
2545;Xeon E5-2637 V3;483.62;4;3.5;3.7;135;;t;LGA 2011-3
2634;Xeon E5-2622 V3;;8;2.4;;85;;t;LGA 2011-3
2635;Xeon E5-2630 V3;459;8;2.4;3.2;85;;t;LGA 2011-3
2648;Xeon E5-2658 V3;;12;2.2;2.9;105;;t;LGA 2011-3
2348;Xeon E5-2609 V3;;6;1.9;;85;;f;LGA 2011-3
99;Core i7-4790K;;4;4;4.4;88;HD Graphics 4600;t;LGA 2011-3
105;Core i5-4690K;53;4;3.5;3.9;88;HD Graphics 4600;f;LGA 2011-3
116;Core i7-4770;74.95;4;3.4;3.9;84;HD Graphics 4600;t;LGA 2011-3
141;Core i7-4790;145.1;4;3.6;4;84;HD Graphics 4600;t;LGA 2011-3
148;Core i7-4770K;135;4;3.5;3.9;84;HD Graphics 4600;t;LGA 2011-3
159;Core i5-4590;;4;3.3;3.7;84;HD Graphics 4600;f;LGA 2011-3
164;Core i5-4690;51.43;4;3.5;3.9;84;HD Graphics 4600;f;LGA 1150
171;Core i3-4130;41.13;2;3.4;;54;HD Graphics 4400;t;LGA 1150
172;Core i5-4460;68.56;4;3.2;3.4;84;HD Graphics 4600;f;LGA 1150
186;Core i5-4570;104.54;4;3.2;;84;HD Graphics 4600;f;LGA 1150
202;Core i5-4670K;62;4;3.4;;84;HD Graphics 4600;f;LGA 1150
204;Core i7-4790K;185;4;4;4.4;88;HD Graphics 4600;t;LGA 1150
244;Core i3-4150;41.13;2;3.5;;54;HD Graphics 4400;t;LGA 1150
254;Core i7-4790;;4;3.6;4;84;HD Graphics 4600;t;LGA 1150
271;Core i5-4440;100;4;3.1;3.3;84;HD Graphics 4600;f;LGA 1150
272;Core i5-4670;51.48;4;3.4;;84;HD Graphics 4600;f;LGA 1150
291;Core i3-4170;;2;3.7;;54;HD Graphics 4400;t;LGA 1150
318;Core i3-4160;;2;3.6;;54;HD Graphics 4400;t;LGA 1150
344;Core i3-4370;41.13;2;3.8;;54;HD Graphics 4600;t;LGA 1150
365;Core i7-4770S;117.98;4;3.1;;65;HD Graphics 4600;t;LGA 1150
383;Core i5-4430;;4;3;;84;HD Graphics 4600;f;LGA 1150
399;Core i7-4790S;;4;3.2;4;65;HD Graphics 4000;t;LGA 1150
409;Pentium G3258;51.36;2;3.2;;53;HD Graphics;f;LGA 1150
443;Core i5-4570T;75.13;2;2.9;;35;HD Graphics 4600;t;LGA 1150
